q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,qd1,qd2,qd3,qd4,qd5,qd6,qd7,qd8,qd9,qd10,qd11,qd12,qd13,qd14,qd15,qd16,qd17,qd18,qdd1,qdd2,qdd3,qdd4,qdd5,qdd6,qdd7,qdd8,qdd9,qdd10,qdd11,qdd12,qdd13,qdd14,qdd15,qdd16,qdd17,qdd18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.010009842843179184,0.020018682705473478,0.030025516706496138,0.04002934216684664,0.050029156708578625,0.06002395835563764,0.07001274563425858,0.0799945176733128,0.08996827430459496,0.09993301616303925,0.10988774478685526,0.11983146271757329,0.12976317359998926,0.13968188228199885,0.1495865949143112,0.1594763190500322,0.16935006374410702,0.17920683965261233,0.9999499002681359,1.9995992121850195,2.998647397597552,3.9967940187419004,4.993738788420527,5.989181620158095,6.982822678329222,7.974362428251032,8.963501686233506,9.94994166958057,10.93338404653494,11.913530986159696,12.890085208149587,13.862750032565073,14.831229429482132,15.79522806855085,16.754451368455832,17.708605546271514,-0.010009842843179184,-0.08007473082189391,-0.27022965035846525,-0.6404694746695463,-1.2507289177144656,-2.160862500802955,-3.4306245360786702,-5.119649131092019,-7.287430218672192,-9.993301616303924,-13.296417119209487,-17.255730631330554,-21.929976338398184,-27.377648927271775,-33.65698385572002,-40.825937676808245,-48.942168422046926,-58.063016047446396
0.020018682705473478,0.04002934216684664,0.06002395835563764,0.0799945176733128,0.09993301616303925,0.11983146271757329,0.13968188228199885,0.1594763190500322,0.17920683965261233,0.19886553633749854,0.21844453013860113,0.23793597403377498,0.2573320560898106,0.2766250025933614,0.2958070811665539,0.3148706038660299,0.33380793026418076,0.35261147051133784,0.9997996060925097,1.9983970093709502,2.9945908100790475,3.987181214125516,4.974970834790285,5.956765493079848,6.931375016282536,7.897614034275425,8.854302773135757,9.800267845611154,10.734343038004498,11.655370093031205,12.562199488208735,13.45369120934042,14.328715518658253,15.186153717192076,16.024898900935472,16.843856710382024,-0.020018682705473478,-0.16011736866738657,-0.5402156252007387,-1.2799122827730047,-2.498325404075981,-4.3139326578326385,-6.844412231817944,-10.206484419202061,-14.515754011861599,-19.886553633749855,-26.431788146770735,-34.26278026086359,-43.489117479177985,-54.21850050829884,-66.55659326247464,-80.60687458970365,-96.47049184634824,-114.24611644567347
0.030025516706496138,0.06002395835563764,0.08996827430459496,0.11983146271757329,0.1495865949143112,0.17920683965261233,0.20866548732301404,0.23793597403377498,0.26699190556446467,0.2958070811665539,0.3243555171895452,0.35261147051133784,0.380549461751701,0.4081442982479204,0.4353710967719027,0.46220530596825166,0.48862272849308275,0.5145995428336135,0.9995491325325173,1.9963938733860316,2.987833895411169,3.9711769953865654,4.943743143160711,5.902868515423838,6.845909509014285,7.77024672868747,8.673288944305241,9.552477012438835,10.405287757419927,11.229237806921349,12.021887377201756,12.780844003206974,13.50376620878475,14.18836711233916,14.832417963325899,15.433751605070015,-0.030025516706496138,-0.24009583342255056,-0.8097144687413547,-1.9173034034811727,-3.73966487285778,-6.451446227494044,-10.224608878827688,-15.227902338161599,-21.626344350721638,-29.58070811665539,-39.24701757993497,-50.77605175363265,-64.31285903603747,-79.9962824565924,-97.9584967736781,-118.32455832787242,-141.21196853450093,-166.7302518780908
0.04002934216684664,0.0799945176733128,0.11983146271757329,0.1594763190500322,0.19886553633749854,0.23793597403377498,0.2766250025933614,0.3148706038660299,0.35261147051133784,0.38978710427372076,0.42633791296062845,0.46220530596825166,0.49733178820171076,0.5316610522391539,0.565138068592027,0.5977091739168279,0.629322157036943,0.6599263426366746,0.9991985046854751,1.993590607062758,2.978382746539924,3.9488070171377125,4.900133922805577,5.827685046515603,6.72684560467021,7.593076858596038,8.421928355191012,9.209049969143981,9.950203719555567,10.64127533425437,11.278285535623356,11.857401022326238,12.374945121951713,12.827408090273334,13.211457033553291,13.523945431097948,-0.04002934216684664,-0.3199780706932512,-1.0784831644581596,-2.5516211048005153,-4.971638408437464,-8.565695065215898,-13.55462512707471,-20.151718647425913,-28.561529111418366,-38.97871042737208,-51.58688746823604,-66.55756405942824,-84.04907220608912,-104.20556623887417,-127.15606543320607,-153.01354852270794,-181.87410338367656,-213.81613501428257
0.050029156708578625,0.09993301616303925,0.1495865949143112,0.19886553633749854,0.2476464220811361,0.2958070811665539,0.34322689596321565,0.38978710427372076,0.43537109677190267,0.4798647090490942,0.5231565075371342,0.565138068592027,0.605704250039292,0.6447534545009241,0.6821878838444656,0.717913784116926,0.7518416803501157,0.78388660064933,0.9987477576841054,1.989988333916114,2.9662458858964267,3.920107138244462,4.844252392347068,5.731486207463302,6.5747676458172535,7.367239975315185,8.102259725270851,8.773424992608236,9.37460289842761,9.899956097561372,10.343968246802252,10.701468340848766,10.967653828670798,11.138112426941042,11.208842551393202,11.1762722914427,-0.050029156708578625,-0.399732064652157,-1.3462793542288007,-3.1818485813999766,-6.1911605520284025,-10.64905492199594,-16.818117902197567,-24.94637467351813,-35.26505883852412,-47.98647090490942,-63.30193741199324,-81.37988187725189,-102.36401825664034,-126.37167708218114,-153.49227386500476,-183.78592873393305,-217.28224562118342,-253.9792586103829
0.06002395835563764,0.11983146271757329,0.17920683965261233,0.23793597403377498,0.2958070811665539,0.35261147051133784,0.4081442982479204,0.46220530596825166,0.5145995428336135,0.565138068592027,0.6136386349207242,0.6599263426366746,0.7038342724051841,0.7452040866721503,0.78388660064933,0.8197423202935751,0.8526419453400135,0.8824668355751754,0.9981969366930158,1.9855884976932827,2.951434257711919,3.885123364343735,4.776238506219418,5.614618903460674,6.390422001603487,7.09418355616958,7.716875802535007,8.249963414634475,8.685456966311458,9.015963620731966,9.234734786172757,9.335710490615952,9.313560242868915,9.163720164313435,8.882426192799155,8.466743178555696,-0.06002395835563764,-0.47932585087029317,-1.612861556873511,-3.8069755845403996,-7.395177029163848,-12.694012938408163,-19.9990706141481,-29.581139581968106,-41.6825629695227,-56.513806859202695,-74.25027482540763,-95.02939333968115,-118.94799203647612,-146.06000098774146,-176.37448514609926,-209.85403399515522,-246.41352220326388,-285.9192547263568
0.07001274563425858,0.13968188228199885,0.20866548732301404,0.2766250025933614,0.34322689596321565,0.4081442982479204,0.47105860741859695,0.5316610522391539,0.5896542076556718,0.6447534545009241,0.6966883763500884,0.7452040866721503,0.790062479763599,0.8310433993250727,0.8679457189458079,0.9005883291930838,0.9288110264622172,0.9524752992248057,0.9975460969041745,1.9803928617950104,2.933961218148979,3.8439117740972626,4.696262604155181,5.477504572802989,6.174713404722988,6.775657727043565,7.268902334390724,7.643905957749118,7.891112852906108,8.002037563385102,7.969342256033115,7.78690607455186,7.449886006968163,6.954768817022581,6.299413646389358,5.483084954182627,-0.07001274563425858,-0.5587275291279954,-1.8779893859071264,-4.426000041493783,-8.580672399080392,-14.693194736925136,-23.081871763511252,-34.02630734330585,-47.76199082010942,-64.47534545009242,-84.2992935383607,-107.30938848078965,-133.52055908004823,-162.88450626771424,-195.28778676280677,-230.55061227342946,-268.4263866475808,-308.60199694883704
0.0799945176733128,0.1594763190500322,0.23793597403377498,0.3148706038660299,0.38978710427372076,0.46220530596825166,0.5316610522391539,0.5977091739168279,0.6599263426366746,0.717913784116926,0.7712998340597097,0.8197423202935751,0.8629307558893927,0.9005883291930838,0.9324736780202824,0.9583824366414136,0.9781485456419587,0.9916453162624927,0.996795303531379,1.9744035085688563,2.9138425232578014,3.796538429298019,4.604524984571991,5.320637667127185,5.928700511163119,6.413704045136667,6.761972715548974,6.961320266838151,7.001191647392263,6.8727901232350765,6.569188403546307,6.085422714894758,5.418568902842201,4.5677997893012225,3.5344231705205535,2.3219000025905645,-0.0799945176733128,-0.6379052762001288,-2.1414237663039746,-5.037929661856478,-9.74467760684302,-16.63939101485706,-26.051391559718542,-38.253387130676984,-53.45403375357064,-71.79137841169259,-93.32727992122487,-118.04289412227482,-145.83529774530737,-176.51531252184444,-209.80657755456352,-245.3459037802019,-282.6849296905261,-321.29308246904765
0.08996827430459496,0.17920683965261233,0.26699190556446467,0.35261147051133784,0.43537109677190267,0.5145995428336135,0.5896542076556718,0.6599263426366746,0.724845989014049,0.78388660064933,0.836569314705089,0.8824668355751754,0.9212069005667398,0.9524752992248057,0.9760184218104399,0.9916453162624927,0.9992292369594296,0.9987086727196554,0.995944631803723,1.9676228384746126,2.8910963147684137,3.743079268973783,4.50125540292825,5.144583868356672,5.653590704526119,6.01064241382131,6.200198518517763,6.209040161912611,6.0264720678815715,5.644495452370464,5.05794978552074,4.2646216310309315,3.26531913669983,2.0639111134138353,0.6673300154965357,-0.9144614804311694,-0.08996827430459496,-0.7168273586104493,-2.402927150080182,-5.6417835281814055,-10.884277419297566,-18.525583542010086,-28.893056175127917,-42.235285928747174,-58.71252511013797,-78.388660064933,-101.22488707931576,-127.07522432282525,-155.68396619577902,-186.6851586480619,-219.60414490734897,-253.86120096319814,-288.77724948127513,-323.58160996116834
