q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q13,q14,q15,q16,q17,q18,qd1,qd2,qd3,qd4,qd5,qd6,qd7,qd8,qd9,qd10,qd11,qd12,qd13,qd14,qd15,qd16,qd17,qd18,qdd1,qdd2,qdd3,qdd4,qdd5,qdd6,qdd7,qdd8,qdd9,qdd10,qdd11,qdd12,qdd13,qdd14,qdd15,qdd16,qdd17,qdd18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,17.0,18.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.01000233383426147,0.020003666943178806,0.030002998701529632,0.039999328684325056,0.04999165676690139,0.05997898322498181,0.06996030883469792,0.07993463497256131,0.08990096371537507,0.09985829794007507,0.10980564142349145,0.11974199894201981,0.12966637637119263,0.13957778078514055,0.14947522055593376,0.15935770545279365,0.16922424674116457,0.17907385728163586,0.999949975407704,1.9995998132714718,2.998649426095062,3.996798826470611,4.9937481771053,5.989197840826992,6.982848430561839,7.974400859276853,8.963556389880457,9.950016685074006,10.933483857147301,11.913660517711136,12.89024982735987,13.862955545257103,14.831482078637485,15.795534532217708,16.75481875750979,17.709041402029683,-0.01000233383426147,-0.08001466777271522,-0.2700269883137667,-0.6399892589492009,-1.2497914191725348,-2.1592433960993453,-3.428055132900198,-5.115816638243924,-7.28197806094538,-9.985829794007508,-13.286482612242464,-17.242847847650854,-21.913617606731556,-27.357245033887548,-33.6319246250851,-40.795572595915175,-48.90580730819656,-58.01992975925002
0.020003666943178806,0.039999328684325056,0.05997898322498181,0.07993463497256131,0.09985829794007507,0.11974199894201981,0.13957778078514055,0.15935770545279365,0.17907385728163586,0.19871834612936765,0.21828331053226344,0.23776092085122502,0.2571433824050994,0.27642293859000633,0.2955918739834289,0.31464251743182253,0.3335672451205093,0.3523584836246272,0.9997999066357359,1.9983994132353056,2.994598920413496,3.9872004296384267,4.975008342537003,5.956830258855568,6.9314777726285515,7.897767266108854,8.854520701014842,9.800566406650224,10.734739864454664,11.655884488544864,12.56285240180787,13.454505207110667,14.329714753192649,15.187363894810261,16.026347246706106,16.845571930977947,-0.020003666943178806,-0.15999731473730022,-0.5398108490248363,-1.278954159560981,-2.496457448501877,-4.310711961912713,-6.839311258471887,-10.198893148978794,-14.504982439812505,-19.871834612936766,-26.412280574403876,-34.23757260257641,-43.45723162646179,-54.17889596364124,-66.5081716462715,-80.54848446254657,-96.40093383982719,-114.16414869437921
0.030002998701529632,0.05997898322498181,0.08990096371537507,0.11974199894201981,0.14947522055593376,0.17907385728163586,0.20851125902153722,0.23776092085122502,0.2667965068840357,0.2955918739834289,0.3241210953018129,0.3523584836246272,0.38027861449866346,0.4078563491238012,0.4350668569875456,0.46188563822198947,0.48828854566306784,0.5142518065922443,0.999549808698354,1.996399280275664,2.9878521299601526,3.9712201725703786,4.943827359545828,5.903013800676561,6.846139765459176,7.770589659029909,8.673775967655184,9.5531431687951,10.406171600796458,11.23038128731863,12.023335711648041,12.782645536115094,13.50597226189104,14.19103182451128,14.835598120546306,15.437506460921162,-0.030002998701529632,-0.23991593289992724,-0.8091086734383756,-1.915871983072317,-3.736880513898344,-6.446658862138891,-10.217051692055325,-15.216698934478401,-21.610517057606895,-29.55918739834289,-39.21865253151936,-50.739621641946314,-64.26708585027413,-79.93984442826503,-97.89004282219776,-118.2427233848293,-141.1153896966266,-166.61758533588716
0.039999328684325056,0.07993463497256131,0.11974199894201981,0.15935770545279365,0.19871834612936765,0.23776092085122502,0.27642293859000633,0.31464251743182253,0.3523584836246272,0.38951046949211443,0.4260390100574227,0.46188563822198947,0.4969929783472157,0.5313048380891532,0.5647662983392271,0.5973238011270338,0.6289252353445194,0.6595200201543302,0.9991997066176528,1.9936002148192133,2.978415129427784,3.948883633054427,4.900283203325112,5.827942244272432,6.727252603555334,7.5936819474051305,8.422785965488973,9.210220378232176,9.95175271954766,10.64327386838346,11.280809303016886,11.860530052595436,12.378763321048941,12.832002759173289,13.21691836141228,13.53036596463912,-0.039999328684325056,-0.31973853989024525,-1.0776779904781784,-2.5497232872446984,-4.9679586532341915,-8.559393150644102,-13.54472399091031,-20.137121115636642,-28.541037173594802,-38.951046949211445,-51.55072021694814,-66.51153190396649,-83.99181334067944,-104.13574826547402,-127.0724171263261,-152.91489308852064,-181.75939301456611,-213.68448653000297
0.04999165676690139,0.09985829794007507,0.14947522055593376,0.19871834612936765,0.24746453094043014,0.2955918739834289,0.3429800218083248,0.38951046949211443,0.43506685698754555,0.47953526010808073,0.5228044754214322,0.5647662983392271,0.6053157937073772,0.644351558220478,0.6817759740040114,0.717495452730211,0.7514206696571218,0.7834667870055876,0.99874963542106,1.9900033370148014,2.9662964157274967,3.9202265626600896,4.844484766015972,5.73188590127706,6.575398887320653,7.368176302585741,8.103583357134625,8.775226118528657,9.376978891839197,9.903010656839154,10.34781046845858,10.706211729930109,10.973415251686614,11.145011012993043,11.216998547484986,11.185805878235229,-0.04999165676690139,-0.3994331917603003,-1.3452769850034039,-3.1794935380698823,-6.186613273510753,-10.64130746340344,-16.806021068607915,-24.928670047495324,-35.24041541599119,-47.953526010808076,-63.25934152599329,-81.3263469608487,-102.29836913654675,-126.29290541121368,-153.39959415090254,-183.678835898934,-217.1605735309082,-253.84323898981037
0.05997898322498181,0.11974199894201981,0.17907385728163586,0.23776092085122502,0.2955918739834289,0.3523584836246272,0.4078563491238012,0.46188563822198947,0.5142518065922443,0.5647662983392271,0.6132472249361396,0.6595200201543302,0.7034180686273568,0.7447833057862225,0.7834667870055876,0.8193292239116196,0.8522414859203881,0.8820850652009057,0.998199640137832,1.9856100862851893,2.9515069003382806,3.8852948295149545,4.77657158439755,5.615190643659315,6.391322768057547,7.09551591225564,7.718753230460581,8.252508880699294,8.68880134276777,9.02024397642608,9.240092559229398,9.342289557423312,9.321504898529357,9.173173030536494,8.893526069924368,8.479622858998065,-0.05997898322498181,-0.47896799576807925,-1.6116647155347228,-3.8041747336196003,-7.389796849585722,-12.684905410486579,-19.98496110706626,-29.560680846207326,-41.65439633397179,-56.47662983392271,-74.20291421727289,-94.97088290222355,-118.8776535980233,-145.9775279340996,-176.2800270762572,-209.7482813213746,-246.29778943099214,-285.79556112509346
0.06996030883469792,0.13957778078514055,0.20851125902153722,0.27642293859000633,0.3429800218083248,0.4078563491238012,0.47073399744133704,0.5313048380891532,0.5892720467874503,0.644351558220478,0.6962734580839611,0.7447833057862225,0.7896433813211765,0.8306338502029549,0.8675538407534638,0.9002224284636792,0.9284795226048703,0.9521866507449561,0.9975497757945484,1.9804222207510147,2.934059899482504,3.844144344888762,4.696713490943324,5.478276658335041,6.175926301292145,6.777445744340249,7.271412163044346,7.647294092807221,7.89554278436284,8.007676763505696,7.976358995602341,7.79546610228118,7.460149128109342,6.966885408737878,6.313521148605736,5.499304375497447,-0.06996030883469792,-0.5583111231405622,-1.876601331193835,-4.422767017440101,-8.57450054520812,-14.682828568456843,-23.065965874625515,-34.003509637705804,-47.73103578978347,-64.43515582204779,-84.2490884281593,-107.24879603321605,-133.44973144327884,-162.80423463977917,-195.19961416952935,-230.45694168670187,-268.3305820328075,-308.5084748413658
0.07993463497256131,0.15935770545279365,0.23776092085122502,0.31464251743182253,0.38951046949211443,0.46188563822198947,0.5313048380891532,0.5973238011270338,0.6595200201543302,0.717495452730211,0.7708790685404271,0.8193292239116196,0.862535848257437,0.9002224284636792,0.9321477785128277,0.9581075830227467,0.9779357048212373,0.9915052481882507,0.9968001074096067,1.9744418165272135,2.913971122136216,3.7968409737025652,4.605110189116088,5.32163693419173,5.930265026297718,6.416001379586644,6.76518298231956,6.965631883120652,7.006796762004408,6.87987977290237,6.577947466312664,6.096024732645643,5.4311708478062135,4.58253685142886,3.551403643792591,2.341200348562746,-0.07993463497256131,-0.6374308218111746,-2.1398482876610254,-5.0342802789091605,-9.737761737302861,-16.62788297599162,-26.033937066368505,-38.22872327213016,-53.42112163250074,-71.7495452730211,-93.27636729339167,-117.98340824327322,-145.76855835550685,-176.44359597888112,-209.73325016538624,-245.27554125382315,-282.62341869333756,-321.24770041299325
0.08990096371537507,0.17907385728163586,0.2667965068840357,0.3523584836246272,0.43506685698754555,0.5142518065922443,0.5892720467874503,0.6595200201543302,0.7244268178588688,0.7834667870055876,0.8361617876795859,0.8820850652009057,0.9208647062314582,0.9521866507449561,0.9757972354671692,0.9915052481882507,0.9991834763101206,0.9987697370878718,0.9959507099867175,1.9676712668921872,2.891258655885061,3.7434604291062104,4.50199075396368,5.14583548697372,5.655542793478936,6.013495984284053,6.204165425818104,6.214336599019572,6.033311631580285,5.653081905998709,5.068469649323677,4.277236736498015,3.2801592845914853,2.0810669765002188,0.6868464262771715,-0.8925917195925583,-0.08990096371537507,-0.7162954291265434,-2.4011685619563217,-5.637735737994035,-10.876671424688638,-18.513065037320796,-28.874330292585064,-42.20928128987713,-58.67857224656837,-78.34667870055875,-101.1755763092299,-127.02024938893042,-155.62613535311644,-186.6285835460114,-219.5543779801131,-253.82534353619218,-288.76402465362486,-323.6013948164705
