q1,q2,q3,q4,q5,q6,q7,qd1,qd2,qd3,qd4,qd5,qd6,qd7,qdd1,qdd2,qdd3,qdd4,qdd5,qdd6,qdd7
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.010004835585169168,0.020008669693899427,0.030010500949998905,0.04000932817775974,0.05000415050217504,0.0599939674491257,0.06997777904552707,0.9999499503799746,1.999599613059655,2.9986487504365313,3.9967972250966435,4.993745049891303,5.989192437992761,6.982839852921797,-0.010004835585169168,-0.08003467877559771,-0.2700945085499901,-0.6401492508441559,-1.250103762554376,-2.159782828168525,-3.4289111732308264
0.020008669693899427,0.04000932817775974,0.0599939674491257,0.07995458591942553,0.09988319161770254,0.11977180539049584,0.13961246409658923,0.9997998065298275,1.9983986125483217,2.9945962189963806,3.9871940292701145,4.974995849325558,5.956808686436559,6.9314435461579755,-0.020008669693899427,-0.16003731271103896,-0.5399457070421313,-1.2792733747108085,-2.4970797904425632,-4.3117849940578505,-6.841010740732872
0.030010500949998905,0.0599939674491257,0.0899233894000349,0.11977180539049584,0.1495123269811236,0.17911816292737373,0.2085626433139806,0.9995495834788438,1.9963974793309205,2.9878460563337743,3.971205790957706,4.943799308428412,5.902965408465716,6.84606307061806,-0.030010500949998905,-0.2399758697965028,-0.8093105046003141,-1.9163488862479334,-3.73780817452809,-6.448253865385454,-10.21956952238505
0.04000932817775974,0.07995458591942553,0.11977180539049584,0.15939722379534893,0.1987673854861838,0.23781924358009823,0.27649026092157586,0.9991993062741609,1.9935970146350572,2.9784043432182794,3.9488581135236256,4.900233480322614,5.827856575602015,6.7271170381643,-0.04000932817775974,-0.3198183436777021,-1.0779462485144626,-2.550355580725583,-4.969184637154595,-8.561492768883536,-13.548022785157217
0.05000415050217504,0.09988319161770254,0.14951232698112357,0.1987673854861838,0.24752513195946313,0.29566357549232053,0.34306227465971256,0.9987490099782607,1.9899983397302232,2.966279585057047,3.9201867842580906,4.844407365840661,5.731752768968275,6.575188629199918,-0.05000415050217504,-0.39953276647081015,-1.3456109428301122,-3.180278167778941,-6.1881282989865785,-10.64388871772354,-16.810051458325916
0.0599939674491257,0.11977180539049584,0.17911816292737373,0.23781924358009823,0.2956635754923206,0.3524427732627378,0.40795228865780836,0.9981987396654602,1.985602895478853,2.951482704232858,3.8852377170680095,4.776460640806896,5.615000204514273,6.3910227333943945,-0.0599939674491257,-0.47908722156198336,-1.6120634663463635,-3.8051078972815717,-7.391589387308015,-12.687939837458561,-19.98966214423261
0.06997777904552707,0.13961246409658923,0.2085626433139806,0.27649026092157586,0.3430622746597126,0.40795228865780836,0.47084215372040206,0.9975485504173996,1.9804124417594215,2.934027030264883,3.8440668789510286,4.6965633065713694,5.478019485766624,6.175522297564534,-0.06997777904552707,-0.5584498563863569,-1.8770637898258256,-4.423844174745214,-8.576556866492815,-14.6862823916811,-23.0712655322997
0.07995458591942553,0.15939722379534893,0.23781924358009823,0.3147185102287024,0.38960263886223556,0.4619921475009909,0.5314235271805788,0.9967985073175286,1.9744290567618128,2.9139282878010073,3.7967402003706834,4.604915264669868,5.321304088595879,5.929743898617265,-0.07995458591942553,-0.6375888951813957,-2.140373192220884,-5.035496163659238,-9.74006597155589,-16.631717310035672,-26.039752831848364
0.0899233894000349,0.17911816292737373,0.26686160841350115,0.3524427732627378,0.4351682250374387,0.5143676700838485,0.5893993846729738,0.9959486854445914,1.9676551361552388,2.891204582452551,3.743333469676182,4.501745816674251,5.14541858345951,5.654892563259613,-0.0899233894000349,-0.7164726517094949,-2.4017544757215106,-5.639084372203805,-10.879205625935967,-18.51723612301855,-28.880569848975718
0.09988319161770254,0.1987673854861838,0.29566357549232053,0.38960263886223556,0.479645028998042,0.5648901725037229,0.644485476414286,0.9949991698651116,1.9600933921290453,2.8658763844841375,3.6839322117358946,4.387313090484504,4.950996601525163,5.352315859874255,-0.09988319161770254,-0.7950695419447352,-2.660972179430885,-6.233642221795769,-11.99112572495105,-20.336046210134022,-31.579788344300013
0.1098329956037954,0.21833702417967868,0.3241991990529282,0.4261385996847186,0.5229217706681386,0.6133776464013928,0.6964117208513027,0.9939500556248773,1.9517468523067867,2.8379665103733975,3.618631550978899,4.26190339449787,4.738738552001278,5.02349729152763,-0.1098329956037954,-0.8733480967187147,-2.9177927914763537,-6.818217594955498,-13.073044266703466,-22.08159527045014,-34.12417432171383
0.11977180539049584,0.23781924358009823,0.3524427732627378,0.4619921475009909,0.564890172503723,0.6596554146499501,0.7449235288435215,0.9928014477394265,1.9426188585340047,2.8075001022571366,3.547536059063919,4.125830501270968,4.509409098898445,4.670049022503987,-0.11977180539049584,-0.9512769743203929,-3.1719849593646403,-7.391874360015854,-14.122254312593075,-23.747594927398204,-36.50125291333256
0.12969862611049715,0.2572062432612255,0.3803688553768681,0.497105866889481,0.6054452304009457,0.7035567606327608,0.7897830518880351,0.9915534611835357,1.9327130655401978,2.7745046052824676,3.4707595874195785,3.9794348624671123,4.263834406311495,4.293703974026463,-0.12969862611049715,-1.028824973044902,-3.423319698391813,-7.953693870231696,-15.136130760023642,-25.32804338277939,-38.69936954251372
0.13961246409658923,0.27649026092157586,0.40795228865780836,0.5314235271805788,0.6444854764142861,0.7449235288435215,0.8307703482667573,0.9902062208797108,1.9220334394755143,2.739009742883312,3.3884250849241515,3.8230827570530392,4.002899162146274,3.8963073279190654,-0.13961246409658923,-1.1059610436863034,-3.671570597920275,-8.502776434889261,-16.11213691035715,-26.817247038366776,-40.70774706507111
